4.000000e+02	3.813351e-01
4.005303e+02	3.814599e-01
4.010605e+02	3.815848e-01
4.015908e+02	3.817100e-01
4.021211e+02	3.818352e-01
4.026514e+02	3.819608e-01
4.031816e+02	3.820864e-01
4.037119e+02	3.822122e-01
4.042422e+02	3.823382e-01
4.047725e+02	3.824642e-01
4.053027e+02	3.825906e-01
4.058330e+02	3.827171e-01
4.063633e+02	3.828436e-01
4.068936e+02	3.829704e-01
4.074238e+02	3.830976e-01
4.079541e+02	3.832245e-01
4.084844e+02	3.833519e-01
4.090146e+02	3.834793e-01
4.095449e+02	3.836070e-01
4.100752e+02	3.837350e-01
4.106055e+02	3.838630e-01
4.111357e+02	3.839912e-01
4.116660e+02	3.841195e-01
4.121963e+02	3.842482e-01
4.127266e+02	3.843768e-01
4.132568e+02	3.845058e-01
4.137871e+02	3.846347e-01
4.143174e+02	3.847641e-01
4.148477e+02	3.848936e-01
4.153779e+02	3.850232e-01
4.159082e+02	3.851531e-01
4.164385e+02	3.852830e-01
4.169688e+02	3.854132e-01
4.174990e+02	3.855437e-01
4.180293e+02	3.856743e-01
4.185596e+02	3.858050e-01
4.190898e+02	3.859360e-01
4.196201e+02	3.860671e-01
4.201504e+02	3.861985e-01
4.206807e+02	3.863300e-01
4.212109e+02	3.864618e-01
4.217412e+02	3.865937e-01
4.222715e+02	3.867257e-01
4.228018e+02	3.868582e-01
4.233320e+02	3.869906e-01
4.238623e+02	3.871232e-01
4.243926e+02	3.872562e-01
4.249229e+02	3.873892e-01
4.254531e+02	3.875225e-01
4.259834e+02	3.876560e-01
4.265137e+02	3.877897e-01
4.270439e+02	3.879236e-01
4.275742e+02	3.880576e-01
4.281045e+02	3.881918e-01
4.286348e+02	3.883263e-01
4.291650e+02	3.884609e-01
4.296953e+02	3.885957e-01
4.302256e+02	3.887307e-01
4.307559e+02	3.888658e-01
4.312861e+02	3.890011e-01
4.318164e+02	3.891366e-01
4.323467e+02	3.892722e-01
4.328770e+02	3.894082e-01
4.334072e+02	3.895442e-01
4.339375e+02	3.896804e-01
4.344678e+02	3.898168e-01
4.349980e+02	3.899533e-01
4.355283e+02	3.900901e-01
4.360586e+02	3.902270e-01
4.365889e+02	3.903637e-01
4.371191e+02	3.905010e-01
4.376494e+02	3.906382e-01
4.381797e+02	3.907755e-01
4.387100e+02	3.909130e-01
4.392402e+02	3.910505e-01
4.397705e+02	3.911882e-01
4.403008e+02	3.913261e-01
4.408311e+02	3.914641e-01
4.413613e+02	3.916019e-01
4.418916e+02	3.917400e-01
4.424219e+02	3.918781e-01
4.429521e+02	3.920162e-01
4.434824e+02	3.921545e-01
4.440127e+02	3.922926e-01
4.445430e+02	3.924309e-01
4.450732e+02	3.925693e-01
4.456035e+02	3.927072e-01
4.461338e+02	3.928457e-01
4.466641e+02	3.929840e-01
4.471943e+02	3.931221e-01
4.477246e+02	3.932602e-01
4.482549e+02	3.933983e-01
4.487852e+02	3.935361e-01
4.493154e+02	3.936741e-01
4.498457e+02	3.938118e-01
4.503760e+02	3.939493e-01
4.509062e+02	3.940870e-01
4.514365e+02	3.942243e-01
4.519668e+02	3.943618e-01
4.524971e+02	3.944988e-01
4.530273e+02	3.946361e-01
4.535576e+02	3.947730e-01
4.540879e+02	3.949100e-01
4.546182e+02	3.950467e-01
4.551484e+02	3.951835e-01
4.556787e+02	3.953202e-01
4.562090e+02	3.954570e-01
4.567393e+02	3.955935e-01
4.572695e+02	3.957303e-01
4.577998e+02	3.958673e-01
4.583301e+02	3.960043e-01
4.588604e+02	3.961416e-01
4.593906e+02	3.962796e-01
4.599209e+02	3.964181e-01
4.604512e+02	3.965570e-01
4.609814e+02	3.966975e-01
4.615117e+02	3.968385e-01
4.620420e+02	3.969813e-01
4.625723e+02	3.971257e-01
4.631025e+02	3.972722e-01
4.636328e+02	3.974215e-01
4.641631e+02	3.975740e-01
4.646934e+02	3.977304e-01
4.652236e+02	3.978916e-01
4.657539e+02	3.980586e-01
4.662842e+02	3.982327e-01
4.668145e+02	3.984151e-01
4.673447e+02	3.986082e-01
4.678750e+02	3.988142e-01
4.684053e+02	3.990359e-01
4.689355e+02	3.992772e-01
4.694658e+02	3.995431e-01
4.699961e+02	3.998392e-01
4.705264e+02	4.001739e-01
4.710566e+02	4.005563e-01
4.715869e+02	4.010001e-01
4.721172e+02	4.015209e-01
4.726475e+02	4.021391e-01
4.731777e+02	4.028779e-01
4.737080e+02	4.037620e-01
4.742383e+02	4.048105e-01
4.747686e+02	4.060205e-01
4.752988e+02	4.073421e-01
4.758291e+02	4.086430e-01
4.763594e+02	4.096988e-01
4.768896e+02	4.102550e-01
4.774199e+02	4.101672e-01
4.779502e+02	4.095010e-01
4.784805e+02	4.084841e-01
4.790107e+02	4.073649e-01
