Material : C60(100A)/silver       Fermi energy : 2.33
Start eV : 0.00   End eV : 7.00   Step eV : 0.02   Dwell(sec)1.00   Delay(Sec)0.10   Sweep : 5
Kinetic energy	CPS	Current	CPS/uA
eV	    	uA	    

5.400000000	340.600000000	2.009460000	169.498273168
5.420000000	359.800000000	2.011040000	178.912403533
5.440000000	393.800000000	2.009400000	195.978899174
5.460000000	402.600000000	2.011280000	200.171035361
5.480000000	400.600000000	2.013220000	198.984711060
5.500000000	430.400000000	2.013880000	213.716805371
5.520000000	430.000000000	2.015200000	213.378324732
5.540000000	448.600000000	2.016580000	222.455841077
5.560000000	459.800000000	2.018080000	227.840323476
5.580000000	477.200000000	2.019600000	236.284412755
5.600000000	473.400000000	2.020980000	234.242793100
5.620000000	506.200000000	2.021880000	250.361050112
5.640000000	526.200000000	2.023200000	260.083036773
5.660000000	526.800000000	2.023640000	260.322982349
5.680000000	529.400000000	2.024420000	261.506999536
5.700000000	502.800000000	2.025000000	248.296296296
5.720000000	556.200000000	2.025280000	274.628693316
5.740000000	549.800000000	2.025740000	271.406992013
5.760000000	559.200000000	2.025860000	276.030920202
5.780000000	548.600000000	2.025920000	270.790554415
5.800000000	562.400000000	2.025960000	277.596793619
5.820000000	580.200000000	2.025940000	286.385579040
5.840000000	545.800000000	2.025620000	269.448366426
5.860000000	570.200000000	2.025340000	281.532977179
5.880000000	588.600000000	2.024800000	290.695377321
5.900000000	583.800000000	2.024440000	288.376044733
5.920000000	563.600000000	2.023840000	278.480512293
5.940000000	581.600000000	2.023460000	287.428464116
5.960000000	550.800000000	2.022700000	272.309289563
5.980000000	562.600000000	2.022080000	278.228358918
6.000000000	562.400000000	2.021280000	278.239531386
6.020000000	561.200000000	2.020720000	277.722791876
6.040000000	562.800000000	2.019960000	278.619378602
6.060000000	559.400000000	2.019220000	277.037668010
6.080000000	536.600000000	2.018740000	265.809366238
6.100000000	538.000000000	2.018260000	266.566250136
6.120000000	520.800000000	2.017580000	258.131028262
6.140000000	518.000000000	2.017000000	256.817055032
6.160000000	510.600000000	2.016600000	253.198452841
6.180000000	514.400000000	2.016120000	255.143543043
6.200000000	510.600000000	2.015620000	253.321558627
6.220000000	488.200000000	2.015140000	242.266046032
6.240000000	485.600000000	2.014940000	240.999732002
6.260000000	467.000000000	2.014980000	231.764086988
6.280000000	457.000000000	2.014660000	226.837282718
6.300000000	460.200000000	2.014620000	228.430175418
6.320000000	455.400000000	2.014820000	226.025153612
6.340000000	445.200000000	2.014880000	220.956086715
6.360000000	444.600000000	2.015160000	220.627642470
6.380000000	434.000000000	2.015320000	215.350415815
6.400000000	415.000000000	2.015940000	205.859301368
6.420000000	426.600000000	2.016160000	211.590349972
6.440000000	399.200000000	2.016660000	197.951067607
6.460000000	420.400000000	2.017220000	208.405627547
6.480000000	387.000000000	2.017740000	191.798745131
6.500000000	383.800000000	2.018340000	190.156267031
6.520000000	391.400000000	2.018880000	193.869868442
6.540000000	390.000000000	2.019280000	193.138148251
6.560000000	373.000000000	2.020160000	184.638840488
6.580000000	367.400000000	2.020900000	181.800188035
6.600000000	371.400000000	2.021720000	183.704964090
6.620000000	380.000000000	2.022700000	187.867701587
6.640000000	375.200000000	2.023520000	185.419467067
6.660000000	371.800000000	2.024600000	183.641213079
6.680000000	353.400000000	2.025420000	174.482329591
6.700000000	355.800000000	2.026120000	175.606578090
6.720000000	364.400000000	2.027440000	179.734048850
6.740000000	354.400000000	2.028100000	174.744835067
6.760000000	370.800000000	2.029080000	182.742917973
6.780000000	364.600000000	2.029880000	179.616529056
6.800000000	351.200000000	2.030340000	172.975954766
6.820000000	365.000000000	2.031320000	179.686115432
6.840000000	362.200000000	2.032040000	178.244522746
6.860000000	365.200000000	2.032980000	179.637773121
6.880000000	354.200000000	2.034000000	174.139626352
6.900000000	359.200000000	2.034740000	176.533611174
6.920000000	361.000000000	2.035740000	177.331093362
6.940000000	367.000000000	2.036720000	180.191680742
6.960000000	377.000000000	2.037500000	185.030674847
6.980000000	389.800000000	2.038280000	191.239672665
7.000000000	378.400000000	2.039000000	185.581167239
