2.866900e+02	4.242504e-06	
2.872784e+02	4.243906e-06	
2.878668e+02	4.245303e-06	
2.884551e+02	4.246694e-06	
2.890435e+02	4.248081e-06	
2.896319e+02	4.249457e-06	
2.902203e+02	4.250824e-06	
2.908087e+02	4.252184e-06	
2.913970e+02	4.253538e-06	
2.919854e+02	4.254885e-06	
2.925738e+02	4.256221e-06	
2.931622e+02	4.257547e-06	
2.937505e+02	4.258860e-06	
2.943389e+02	4.260166e-06	
2.949273e+02	4.261462e-06	
2.955157e+02	4.262746e-06	
2.961041e+02	4.264013e-06	
2.966924e+02	4.265264e-06	
2.972808e+02	4.266503e-06	
2.978692e+02	4.267727e-06	
2.984576e+02	4.268933e-06	
2.990460e+02	4.270117e-06	
2.996343e+02	4.271281e-06	
3.002227e+02	4.272424e-06	
3.008111e+02	4.273541e-06	
3.013995e+02	4.274634e-06	
3.019879e+02	4.275695e-06	
3.025762e+02	4.276722e-06	
3.031646e+02	4.277717e-06	
3.037530e+02	4.278679e-06	
3.043414e+02	4.279596e-06	
3.049297e+02	4.280468e-06	
3.055181e+02	4.281292e-06	
3.061065e+02	4.282065e-06	
3.066949e+02	4.282785e-06	
3.072833e+02	4.283441e-06	
3.078716e+02	4.284027e-06	
3.084600e+02	4.284540e-06	
3.090484e+02	4.284979e-06	
3.096368e+02	4.285336e-06	
3.102252e+02	4.285601e-06	
3.108135e+02	4.285764e-06	
3.114019e+02	4.285821e-06	
3.119903e+02	4.285767e-06	
3.125787e+02	4.285595e-06	
3.131671e+02	4.285289e-06	
3.137554e+02	4.284838e-06	
3.143438e+02	4.284237e-06	
3.149322e+02	4.283482e-06	
3.155206e+02	4.282559e-06	
3.161089e+02	4.281451e-06	
3.166973e+02	4.280142e-06	
3.172857e+02	4.278628e-06	
3.178741e+02	4.276902e-06	
3.184625e+02	4.274953e-06	
3.190508e+02	4.272759e-06	
3.196392e+02	4.270303e-06	
3.202276e+02	4.267576e-06	
3.208160e+02	4.264575e-06	
3.214044e+02	4.261289e-06	
3.219927e+02	4.257698e-06	
3.225811e+02	4.253777e-06	
3.231695e+02	4.249522e-06	
3.237579e+02	4.244934e-06	
3.243463e+02	4.240005e-06	
3.249346e+02	4.234718e-06	
3.255230e+02	4.229050e-06	
3.261114e+02	4.222999e-06	
3.266998e+02	4.216578e-06	
3.272881e+02	4.209787e-06	
3.278765e+02	4.202621e-06	
3.284649e+02	4.195063e-06	
3.290533e+02	4.187129e-06	
3.296417e+02	4.178848e-06	
3.302300e+02	4.170249e-06	
3.308184e+02	4.161350e-06	
3.314068e+02	4.152174e-06	
3.319952e+02	4.142774e-06	
3.325836e+02	4.133234e-06	
3.331719e+02	4.123655e-06	
3.337603e+02	4.114150e-06	
3.343487e+02	4.104876e-06	
3.349371e+02	4.096054e-06	
3.355255e+02	4.088009e-06	
3.361138e+02	4.081194e-06	
3.367022e+02	4.076237e-06	
3.372906e+02	4.074078e-06	
3.378790e+02	4.076181e-06	
3.384673e+02	4.084909e-06	
3.390557e+02	4.104239e-06	
3.396441e+02	4.141279e-06	
3.402325e+02	4.209757e-06	
3.408209e+02	4.338900e-06	
3.414092e+02	4.598855e-06	
3.419976e+02	5.184540e-06	
3.425860e+02	6.695665e-06	
3.431744e+02	9.827116e-06	
3.437628e+02	8.928489e-06	
3.443511e+02	6.174234e-06	
3.449395e+02	4.940066e-06	
3.455279e+02	4.427947e-06	
3.461163e+02	4.180507e-06	
3.467047e+02	4.042792e-06	
3.472930e+02	3.957391e-06	
3.478814e+02	3.899846e-06	
3.484698e+02	3.858477e-06	
3.490582e+02	3.827215e-06	
3.496465e+02	3.802718e-06	
3.502349e+02	3.783057e-06	
3.508233e+02	3.766904e-06	
3.514117e+02	3.752974e-06	
3.520001e+02	3.739541e-06	
3.525884e+02	3.724376e-06	
3.531768e+02	3.705523e-06	
3.537652e+02	3.682459e-06	
3.543536e+02	3.656346e-06	
3.549420e+02	3.628951e-06	
3.555303e+02	3.601595e-06	
3.561187e+02	3.574949e-06	
3.567071e+02	3.549183e-06	
3.572955e+02	3.524226e-06	
3.578839e+02	3.499944e-06	
3.584722e+02	3.476236e-06	
3.590606e+02	3.453140e-06	
3.596490e+02	3.430787e-06	
3.602374e+02	3.409378e-06	
3.608257e+02	3.389213e-06	
3.614141e+02	3.370736e-06	
3.620025e+02	3.354630e-06	
3.625909e+02	3.341879e-06	
3.631793e+02	3.333846e-06	
3.637676e+02	3.332472e-06	
3.643560e+02	3.340610e-06	
3.649444e+02	3.362612e-06	
3.655328e+02	3.405314e-06	
3.661212e+02	3.479984e-06	
3.667095e+02	3.606797e-06	
3.672979e+02	3.826327e-06	
3.678863e+02	4.231779e-06	
3.684747e+02	5.067884e-06	
3.690630e+02	7.067515e-06	
3.696514e+02	1.225258e-05	
3.702398e+02	1.720366e-05	
3.708282e+02	1.107248e-05	
3.714166e+02	6.602751e-06	
3.720049e+02	4.753967e-06	
3.725933e+02	3.944276e-06	
3.731817e+02	3.532500e-06	
3.737701e+02	3.297169e-06	
3.743585e+02	3.150874e-06	
3.749468e+02	3.054222e-06	
3.755352e+02	2.987514e-06	
3.761236e+02	2.940088e-06	
3.767120e+02	2.905823e-06	
3.773004e+02	2.881073e-06	
3.778887e+02	2.863635e-06	
3.784771e+02	2.852207e-06	
3.790655e+02	2.846081e-06	
3.796539e+02	2.844926e-06	
3.802422e+02	2.848542e-06	
3.808306e+02	2.856480e-06	
3.814190e+02	2.867383e-06	
3.820074e+02	2.878242e-06	
3.825958e+02	2.884398e-06	
3.831841e+02	2.881551e-06	
3.837725e+02	2.868810e-06	
3.843609e+02	2.849330e-06	
3.849493e+02	2.827698e-06	
3.855377e+02	2.807310e-06	
3.861260e+02	2.789719e-06	
3.867144e+02	2.775213e-06	
3.873028e+02	2.763485e-06	
3.878912e+02	2.754064e-06	
3.884796e+02	2.746483e-06	
3.890679e+02	2.740356e-06	
3.896563e+02	2.735373e-06	
3.902447e+02	2.731295e-06	
3.908331e+02	2.727940e-06	
3.914214e+02	2.725166e-06	
3.920098e+02	2.722866e-06	
3.925982e+02	2.720955e-06	
3.931866e+02	2.719368e-06	
3.937750e+02	2.718052e-06	
3.943633e+02	2.716966e-06	
3.949517e+02	2.716075e-06	
3.955401e+02	2.715354e-06	
3.961285e+02	2.714779e-06	
3.967169e+02	2.714330e-06	
3.973052e+02	2.713994e-06	
3.978936e+02	2.713755e-06	
3.984820e+02	2.713603e-06	
3.990704e+02	2.713531e-06	
3.996588e+02	2.713528e-06	
4.002471e+02	2.713589e-06	
4.008355e+02	2.713705e-06	
4.014239e+02	2.713874e-06	
4.020123e+02	2.714090e-06	
4.026006e+02	2.714350e-06	
4.031890e+02	2.714648e-06	
4.037774e+02	2.714982e-06	
4.043658e+02	2.715350e-06	
4.049542e+02	2.715749e-06	
4.055425e+02	2.716176e-06	
4.061309e+02	2.716631e-06	
4.067193e+02	2.717110e-06	
4.073077e+02	2.717612e-06	
4.078961e+02	2.718136e-06	
4.084844e+02	2.718680e-06	
4.090728e+02	2.719243e-06	
4.096612e+02	2.719826e-06	
4.102496e+02	2.720423e-06	
4.108380e+02	2.721038e-06	
4.114263e+02	2.721667e-06	
4.120147e+02	2.722310e-06	
4.126031e+02	2.722968e-06	
4.131915e+02	2.723637e-06	
4.137798e+02	2.724320e-06	
4.143682e+02	2.725015e-06	
4.149566e+02	2.725720e-06	
4.155450e+02	2.726438e-06	
4.161334e+02	2.727164e-06	
4.167217e+02	2.727900e-06	
4.173101e+02	2.728646e-06	
4.178985e+02	2.729402e-06	
4.184869e+02	2.730165e-06	
4.190753e+02	2.730937e-06	
4.196636e+02	2.731719e-06	
4.202520e+02	2.732506e-06	
4.208404e+02	2.733303e-06	
4.214288e+02	2.734106e-06	
4.220172e+02	2.734917e-06	
4.226055e+02	2.735733e-06	
4.231939e+02	2.736558e-06	
4.237823e+02	2.737387e-06	
4.243707e+02	2.738224e-06	
4.249590e+02	2.739066e-06	
4.255474e+02	2.739915e-06	
4.261358e+02	2.740770e-06	
4.267242e+02	2.741630e-06	
4.273126e+02	2.742497e-06	
4.279009e+02	2.743368e-06	
4.284893e+02	2.744246e-06	
4.290777e+02	2.745127e-06	
4.296661e+02	2.746015e-06	
4.302545e+02	2.746907e-06	
4.308428e+02	2.747804e-06	
4.314312e+02	2.748705e-06	
4.320196e+02	2.749611e-06	
