#energy geo_1 
400 3.58515e-06 
400.53 3.58725e-06 
401.061 3.58935e-06 
401.591 3.59145e-06 
402.121 3.59355e-06 
402.651 3.59566e-06 
403.182 3.59776e-06 
403.712 3.59987e-06 
404.242 3.60198e-06 
404.772 3.60409e-06 
405.303 3.6062e-06 
405.833 3.60831e-06 
406.363 3.61042e-06 
406.894 3.61253e-06 
407.424 3.61464e-06 
407.954 3.61674e-06 
408.484 3.61884e-06 
409.015 3.62094e-06 
409.545 3.62303e-06 
410.075 3.62512e-06 
410.605 3.6272e-06 
411.136 3.62927e-06 
411.666 3.63134e-06 
412.196 3.6334e-06 
412.727 3.63545e-06 
413.257 3.63749e-06 
413.787 3.63952e-06 
414.317 3.64153e-06 
414.848 3.64353e-06 
415.378 3.64552e-06 
415.908 3.64749e-06 
416.438 3.64945e-06 
416.969 3.65139e-06 
417.499 3.65331e-06 
418.029 3.6552e-06 
418.56 3.65708e-06 
419.09 3.65893e-06 
419.62 3.66076e-06 
420.15 3.66257e-06 
420.681 3.66435e-06 
421.211 3.6661e-06 
421.741 3.66783e-06 
422.271 3.66952e-06 
422.802 3.67119e-06 
423.332 3.67283e-06 
423.862 3.67444e-06 
424.393 3.67602e-06 
424.923 3.67756e-06 
425.453 3.67908e-06 
425.983 3.68057e-06 
426.514 3.68203e-06 
427.044 3.68346e-06 
427.574 3.68488e-06 
428.104 3.68627e-06 
428.635 3.68764e-06 
429.165 3.68901e-06 
429.695 3.69037e-06 
430.226 3.69174e-06 
430.756 3.69312e-06 
431.286 3.69454e-06 
431.816 3.69601e-06 
432.347 3.69755e-06 
432.877 3.69921e-06 
433.407 3.70102e-06 
433.938 3.70304e-06 
434.468 3.70535e-06 
434.998 3.70808e-06 
435.528 3.71139e-06 
436.059 3.71551e-06 
436.589 3.72083e-06 
437.119 3.72793e-06 
437.649 3.73781e-06 
438.18 3.75218e-06 
438.71 3.77429e-06 
439.24 3.81079e-06 
439.771 3.87674e-06 
440.301 4.01083e-06 
440.831 4.32069e-06 
441.361 4.97849e-06 
441.892 5.1375e-06 
442.422 4.46567e-06 
442.952 4.07652e-06 
443.482 3.90874e-06 
444.013 3.82986e-06 
444.543 3.78807e-06 
445.073 3.76377e-06 
445.604 3.74862e-06 
446.134 3.73868e-06 
446.664 3.7319e-06 
447.194 3.72714e-06 
447.725 3.7237e-06 
448.255 3.72118e-06 
448.785 3.7193e-06 
449.315 3.71788e-06 
449.846 3.7168e-06 
450.376 3.71597e-06 
450.906 3.71534e-06 
451.437 3.71487e-06 
451.967 3.71452e-06 
452.497 3.71431e-06 
453.027 3.71421e-06 
453.558 3.71424e-06 
454.088 3.71441e-06 
454.618 3.71477e-06 
455.148 3.71533e-06 
455.679 3.71617e-06 
456.209 3.71736e-06 
456.739 3.71901e-06 
457.27 3.72126e-06 
457.8 3.72433e-06 
458.33 3.7285e-06 
458.86 3.73419e-06 
459.391 3.74204e-06 
459.921 3.75303e-06 
460.451 3.76874e-06 
460.981 3.79188e-06 
461.512 3.8273e-06 
462.042 3.88448e-06 
462.572 3.98364e-06 
463.103 4.17327e-06 
463.633 4.58426e-06 
464.163 5.55784e-06 
464.693 6.94966e-06 
465.224 6.12027e-06 
465.754 4.88956e-06 
466.284 4.30676e-06 
466.814 4.04953e-06 
467.345 3.92229e-06 
467.875 3.85222e-06 
468.405 3.8105e-06 
468.936 3.78431e-06 
469.466 3.76733e-06 
469.996 3.75618e-06 
470.526 3.74893e-06 
471.057 3.74445e-06 
471.587 3.74203e-06 
472.117 3.74125e-06 
472.647 3.74186e-06 
473.178 3.74371e-06 
473.708 3.74674e-06 
474.238 3.75091e-06 
474.769 3.75611e-06 
475.299 3.76207e-06 
475.829 3.7682e-06 
476.359 3.77352e-06 
476.89 3.77697e-06 
477.42 3.77793e-06 
477.95 3.77664e-06 
