#energy geo_1 
400 4.49454e-06 
400.53 4.49415e-06 
401.061 4.49377e-06 
401.591 4.49337e-06 
402.121 4.49297e-06 
402.651 4.49257e-06 
403.182 4.49216e-06 
403.712 4.49175e-06 
404.242 4.49135e-06 
404.772 4.49096e-06 
405.303 4.49057e-06 
405.833 4.49021e-06 
406.363 4.48987e-06 
406.894 4.48957e-06 
407.424 4.48931e-06 
407.954 4.4891e-06 
408.484 4.48894e-06 
409.015 4.48879e-06 
409.545 4.48859e-06 
410.075 4.48826e-06 
410.605 4.48771e-06 
411.136 4.48691e-06 
411.666 4.48592e-06 
412.196 4.48484e-06 
412.727 4.48374e-06 
413.257 4.48267e-06 
413.787 4.48165e-06 
414.317 4.4807e-06 
414.848 4.47979e-06 
415.378 4.47892e-06 
415.908 4.4781e-06 
416.438 4.47731e-06 
416.969 4.47656e-06 
417.499 4.47585e-06 
418.029 4.47517e-06 
418.56 4.47452e-06 
419.09 4.47387e-06 
419.62 4.47318e-06 
420.15 4.47238e-06 
420.681 4.47143e-06 
421.211 4.4703e-06 
421.741 4.46904e-06 
422.271 4.46772e-06 
422.802 4.46638e-06 
423.332 4.46504e-06 
423.862 4.46373e-06 
424.393 4.46242e-06 
424.923 4.46114e-06 
425.453 4.45985e-06 
425.983 4.45856e-06 
426.514 4.45726e-06 
427.044 4.45595e-06 
427.574 4.45464e-06 
428.104 4.4533e-06 
428.635 4.45194e-06 
429.165 4.45057e-06 
429.695 4.44917e-06 
430.226 4.44776e-06 
430.756 4.44633e-06 
431.286 4.44488e-06 
431.816 4.44341e-06 
432.347 4.44193e-06 
432.877 4.44044e-06 
433.407 4.43895e-06 
433.938 4.43747e-06 
434.468 4.436e-06 
434.998 4.43455e-06 
435.528 4.43315e-06 
436.059 4.43183e-06 
436.589 4.43064e-06 
437.119 4.42965e-06 
437.649 4.42898e-06 
438.18 4.42883e-06 
438.71 4.42959e-06 
439.24 4.43207e-06 
439.771 4.43807e-06 
440.301 4.45218e-06 
440.831 4.48722e-06 
441.361 4.56367e-06 
441.892 4.58104e-06 
442.422 4.49987e-06 
442.952 4.45236e-06 
443.482 4.43113e-06 
444.013 4.42036e-06 
444.543 4.4138e-06 
445.073 4.40909e-06 
445.604 4.40529e-06 
446.134 4.40199e-06 
446.664 4.39905e-06 
447.194 4.39635e-06 
447.725 4.39386e-06 
448.255 4.39151e-06 
448.785 4.38928e-06 
449.315 4.38714e-06 
449.846 4.38507e-06 
450.376 4.38306e-06 
450.906 4.3811e-06 
451.437 4.37916e-06 
451.967 4.37722e-06 
452.497 4.37522e-06 
453.027 4.37313e-06 
453.558 4.37092e-06 
454.088 4.36864e-06 
454.618 4.36632e-06 
455.148 4.36403e-06 
455.679 4.36178e-06 
456.209 4.35956e-06 
456.739 4.35736e-06 
457.27 4.35512e-06 
457.8 4.35283e-06 
458.33 4.35052e-06 
458.86 4.34826e-06 
459.391 4.3462e-06 
459.921 4.34446e-06 
460.451 4.34325e-06 
460.981 4.34283e-06 
461.512 4.34372e-06 
462.042 4.34685e-06 
462.572 4.3543e-06 
463.103 4.37103e-06 
463.633 4.41057e-06 
464.163 4.50813e-06 
464.693 4.64894e-06 
465.224 4.561e-06 
465.754 4.43192e-06 
466.284 4.36977e-06 
466.814 4.34128e-06 
467.345 4.32628e-06 
467.875 4.31724e-06 
468.405 4.3112e-06 
468.936 4.30686e-06 
469.466 4.30358e-06 
469.996 4.30104e-06 
470.526 4.29908e-06 
471.057 4.29764e-06 
471.587 4.29669e-06 
472.117 4.2963e-06 
472.647 4.29653e-06 
473.178 4.2975e-06 
473.708 4.29937e-06 
474.238 4.30228e-06 
474.769 4.30633e-06 
475.299 4.31149e-06 
475.829 4.3176e-06 
476.359 4.32471e-06 
476.89 4.33478e-06 
477.42 4.35502e-06 
477.95 4.37696e-06 
478.48 4.34825e-06 
479.011 4.31725e-06 
479.541 4.30183e-06 
480.071 4.29804e-06 
480.602 4.29755e-06 
481.132 4.28384e-06 
481.662 4.27176e-06 
482.192 4.26426e-06 
482.723 4.25925e-06 
483.253 4.25642e-06 
483.783 4.25749e-06 
484.313 4.26301e-06 
484.844 4.25602e-06 
485.374 4.24398e-06 
485.904 4.23659e-06 
486.435 4.23207e-06 
486.965 4.22891e-06 
487.495 4.22652e-06 
488.025 4.22471e-06 
488.556 4.22339e-06 
489.086 4.2226e-06 
489.616 4.22233e-06 
490.146 4.22264e-06 
490.677 4.22355e-06 
491.207 4.22507e-06 
491.737 4.22718e-06 
492.268 4.22997e-06 
492.798 4.23371e-06 
493.328 4.23874e-06 
493.858 4.24541e-06 
494.389 4.25372e-06 
494.919 4.26304e-06 
495.449 4.27179e-06 
495.979 4.27747e-06 
496.51 4.27755e-06 
497.04 4.27097e-06 
497.57 4.25888e-06 
498.101 4.24379e-06 
498.631 4.22816e-06 
499.161 4.21353e-06 
499.691 4.20056e-06 
500.222 4.18936e-06 
500.752 4.17977e-06 
501.282 4.17154e-06 
501.812 4.16445e-06 
502.343 4.15828e-06 
502.873 4.15287e-06 
503.403 4.14808e-06 
503.934 4.14378e-06 
504.464 4.13987e-06 
504.994 4.13623e-06 
505.524 4.13279e-06 
506.055 4.12956e-06 
506.585 4.12659e-06 
507.115 4.12398e-06 
507.646 4.12182e-06 
508.176 4.12022e-06 
508.706 4.11928e-06 
509.236 4.11913e-06 
509.767 4.11995e-06 
510.297 4.12196e-06 
510.827 4.12547e-06 
511.357 4.13084e-06 
511.888 4.13852e-06 
512.418 4.14903e-06 
512.948 4.16281e-06 
513.479 4.18005e-06 
514.009 4.20027e-06 
514.539 4.22163e-06 
515.069 4.2404e-06 
515.6 4.25125e-06 
516.13 4.24952e-06 
516.66 4.23406e-06 
517.19 4.20814e-06 
517.721 4.1771e-06 
518.251 4.14559e-06 
518.781 4.11633e-06 
519.312 4.09038e-06 
519.842 4.06783e-06 
520.372 4.04835e-06 
520.902 4.03143e-06 
521.433 4.0166e-06 
521.963 4.00346e-06 
522.493 3.99165e-06 
523.023 3.98083e-06 
523.554 3.9707e-06 
524.084 3.96097e-06 
524.614 3.95144e-06 
525.145 3.942e-06 
525.675 3.93274e-06 
526.205 3.92378e-06 
526.735 3.91525e-06 
527.266 3.90727e-06 
527.796 3.89999e-06 
528.326 3.89357e-06 
528.856 3.88821e-06 
529.387 3.88427e-06 
529.917 3.88227e-06 
530.447 3.8831e-06 
530.978 3.88858e-06 
531.508 3.90251e-06 
532.038 3.93322e-06 
532.568 4.0006e-06 
533.099 4.15788e-06 
533.629 4.54369e-06 
534.159 5.11184e-06 
534.689 4.81701e-06 
535.22 4.29528e-06 
535.75 4.02121e-06 
536.28 3.89599e-06 
536.811 3.83071e-06 
537.341 3.7914e-06 
537.871 3.76478e-06 
538.401 3.74498e-06 
538.932 3.72917e-06 
539.462 3.71583e-06 
539.992 3.70412e-06 
540.522 3.69351e-06 
541.053 3.68372e-06 
541.583 3.6746e-06 
542.113 3.66603e-06 
542.644 3.65797e-06 
543.174 3.65045e-06 
543.704 3.64374e-06 
544.234 3.63867e-06 
544.765 3.63791e-06 
545.295 3.64857e-06 
545.825 3.67069e-06 
546.355 3.65039e-06 
546.886 3.61543e-06 
547.416 3.59414e-06 
547.946 3.58254e-06 
548.477 3.57626e-06 
549.007 3.57427e-06 
549.537 3.57726e-06 
550.067 3.58733e-06 
550.598 3.60873e-06 
551.128 3.64996e-06 
551.658 3.72934e-06 
552.188 3.89087e-06 
552.719 4.25353e-06 
553.249 5.12207e-06 
553.779 6.3059e-06 
554.31 5.62878e-06 
554.84 4.55155e-06 
555.37 3.99326e-06 
555.9 3.74557e-06 
556.431 3.62305e-06 
556.961 3.55495e-06 
557.491 3.51356e-06 
558.021 3.48668e-06 
558.552 3.4683e-06 
559.082 3.45524e-06 
559.612 3.44567e-06 
560.143 3.43849e-06 
560.673 3.43298e-06 
561.203 3.4287e-06 
561.733 3.42533e-06 
562.264 3.42266e-06 
562.794 3.42052e-06 
563.324 3.41879e-06 
563.854 3.41741e-06 
564.385 3.41629e-06 
564.915 3.4154e-06 
565.445 3.41469e-06 
565.976 3.41413e-06 
566.506 3.41369e-06 
567.036 3.41336e-06 
567.566 3.41313e-06 
568.097 3.41297e-06 
568.627 3.41288e-06 
569.157 3.41284e-06 
569.688 3.41285e-06 
570.218 3.41291e-06 
570.748 3.413e-06 
571.278 3.41313e-06 
571.809 3.41328e-06 
572.339 3.41346e-06 
572.869 3.41366e-06 
573.399 3.41389e-06 
573.93 3.41413e-06 
574.46 3.41438e-06 
574.99 3.41465e-06 
575.521 3.41493e-06 
576.051 3.41522e-06 
576.581 3.41552e-06 
577.111 3.41583e-06 
577.642 3.41615e-06 
578.172 3.41648e-06 
578.702 3.41682e-06 
579.232 3.41717e-06 
579.763 3.41752e-06 
580.293 3.4179e-06 
580.823 3.41828e-06 
581.354 3.41869e-06 
581.884 3.41911e-06 
582.414 3.41956e-06 
582.944 3.42004e-06 
583.475 3.42056e-06 
584.005 3.4211e-06 
584.535 3.42167e-06 
585.065 3.42224e-06 
585.596 3.42277e-06 
586.126 3.42323e-06 
586.656 3.42363e-06 
587.187 3.42401e-06 
587.717 3.4244e-06 
588.247 3.42486e-06 
588.777 3.42543e-06 
589.308 3.4261e-06 
589.838 3.42688e-06 
590.368 3.4277e-06 
590.898 3.42845e-06 
591.429 3.429e-06 
591.959 3.42921e-06 
592.489 3.42905e-06 
593.02 3.42862e-06 
593.55 3.42806e-06 
594.08 3.42749e-06 
594.61 3.42698e-06 
595.141 3.42655e-06 
595.671 3.42621e-06 
596.201 3.42594e-06 
596.731 3.42573e-06 
597.262 3.42557e-06 
597.792 3.42545e-06 
598.322 3.42535e-06 
598.853 3.42529e-06 
599.383 3.42525e-06 
599.913 3.42525e-06 
600.443 3.42527e-06 
600.974 3.42534e-06 
601.504 3.42546e-06 
602.034 3.42564e-06 
602.564 3.42588e-06 
603.095 3.42614e-06 
603.625 3.42638e-06 
604.155 3.42648e-06 
604.686 3.42635e-06 
605.216 3.42591e-06 
605.746 3.42519e-06 
606.276 3.42431e-06 
606.807 3.42337e-06 
607.337 3.42245e-06 
607.867 3.4216e-06 
608.397 3.42084e-06 
608.928 3.42017e-06 
609.458 3.41961e-06 
609.988 3.41917e-06 
610.519 3.41887e-06 
611.049 3.41878e-06 
611.579 3.41898e-06 
612.109 3.41962e-06 
612.64 3.42097e-06 
613.17 3.42353e-06 
613.7 3.42836e-06 
614.23 3.43783e-06 
614.761 3.45806e-06 
615.291 3.50327e-06 
615.821 3.57232e-06 
616.352 3.64149e-06 
616.882 3.60487e-06 
617.412 3.51468e-06 
617.942 3.46024e-06 
618.473 3.43576e-06 
619.003 3.42376e-06 
619.533 3.41709e-06 
620.063 3.413e-06 
620.594 3.41028e-06 
621.124 3.40836e-06 
621.654 3.40691e-06 
622.185 3.40576e-06 
622.715 3.40477e-06 
623.245 3.40385e-06 
623.775 3.40296e-06 
624.306 3.40211e-06 
624.836 3.40131e-06 
625.366 3.40058e-06 
625.896 3.39994e-06 
626.427 3.3994e-06 
626.957 3.39899e-06 
627.487 3.39873e-06 
628.018 3.39868e-06 
628.548 3.39892e-06 
629.078 3.39957e-06 
629.608 3.40084e-06 
630.139 3.40309e-06 
630.669 3.40697e-06 
631.199 3.41379e-06 
631.729 3.42638e-06 
632.26 3.45166e-06 
632.79 3.50864e-06 
633.32 3.64111e-06 
633.851 3.77115e-06 
634.381 3.66308e-06 
634.911 3.52737e-06 
635.441 3.45877e-06 
635.972 3.42848e-06 
636.502 3.41354e-06 
637.032 3.40532e-06 
637.562 3.40038e-06 
638.093 3.39724e-06 
638.623 3.39514e-06 
639.153 3.39371e-06 
639.684 3.39273e-06 
640.214 3.39207e-06 
640.744 3.39163e-06 
