286.690000	1200.000000	110730.000000	5.684839
287.690000	1199.000000	112220.000000	5.689028
288.690000	1198.000000	112590.000000	5.693218
289.690000	1197.000000	112600.000000	5.697407
290.690000	1196.000000	113970.000000	5.701597
291.690000	1195.000000	113910.000000	5.705786
292.690000	1194.000000	115060.000000	5.709976
293.690000	1193.000000	116090.000000	5.714165
294.690000	1192.000000	113380.000000	5.718355
295.690000	1191.000000	113660.000000	5.722545
296.690000	1190.000000	115140.000000	5.726734
297.690000	1189.000000	112940.000000	5.730924
298.690000	1188.000000	114200.000000	5.735113
299.690000	1187.000000	116120.000000	5.739303
300.690000	1186.000000	116970.000000	5.743492
301.690000	1185.000000	116780.000000	5.747682
302.690000	1184.000000	118630.000000	5.751871
303.690000	1183.000000	116990.000000	5.756061
304.690000	1182.000000	115020.000000	5.760250
305.690000	1181.000000	115460.000000	5.764440
306.690000	1180.000000	117080.000000	5.768630
307.690000	1179.000000	117910.000000	5.772819
308.690000	1178.000000	116160.000000	5.777009
309.690000	1177.000000	116760.000000	5.781198
310.690000	1176.000000	117150.000000	5.785388
311.690000	1175.000000	116650.000000	5.789577
312.690000	1174.000000	117470.000000	5.793767
313.690000	1173.000000	119400.000000	5.797956
314.690000	1172.000000	120220.000000	5.802146
315.690000	1171.000000	119640.000000	5.806335
316.690000	1170.000000	121940.000000	5.810525
317.690000	1169.000000	122950.000000	5.814715
318.690000	1168.000000	125050.000000	5.818904
319.690000	1167.000000	126140.000000	5.823094
320.690000	1166.000000	126790.000000	5.827283
321.690000	1165.000000	128850.000000	5.831473
322.690000	1164.000000	130070.000000	5.835662
323.690000	1163.000000	128470.000000	5.839852
324.690000	1162.000000	126170.000000	5.844041
325.690000	1161.000000	125020.000000	5.848231
326.690000	1160.000000	123820.000000	5.852421
327.690000	1159.000000	121290.000000	5.856610
328.690000	1158.000000	119880.000000	5.861690
329.690000	1157.000000	119110.000000	5.867871
330.690000	1156.000000	116460.000000	5.874052
331.690000	1155.000000	114200.000000	5.880232
332.690000	1154.000000	112080.000000	5.886413
333.690000	1153.000000	111790.000000	5.892594
334.690000	1152.000000	109750.000000	5.898775
335.690000	1151.000000	110030.000000	5.904956
336.690000	1150.000000	109190.000000	5.911137
337.690000	1149.000000	115890.000000	5.917318
338.690000	1148.000000	121900.000000	5.923499
339.690000	1147.000000	148990.000000	5.929680
340.690000	1146.000000	221000.000000	5.935860
341.690000	1145.000000	276030.000000	5.942041
342.690000	1144.000000	222430.000000	5.948222
343.690000	1143.000000	147400.000000	5.954403
344.690000	1142.000000	125030.000000	5.960584
345.690000	1141.000000	123310.000000	5.966765
346.690000	1140.000000	119150.000000	5.972946
347.690000	1139.000000	120540.000000	5.979127
348.690000	1138.000000	121590.000000	5.985308
349.690000	1137.000000	119430.000000	5.991488
350.690000	1136.000000	116820.000000	5.997669
351.690000	1135.000000	113530.000000	6.003850
352.690000	1134.000000	109750.000000	6.010031
353.690000	1133.000000	104710.000000	6.016212
354.690000	1132.000000	102040.000000	6.022393
355.690000	1131.000000	98560.000000	6.028574
356.690000	1130.000000	92850.000000	6.034755
357.690000	1129.000000	89180.000000	6.040936
358.690000	1128.000000	84980.000000	6.047116
359.690000	1127.000000	83940.000000	6.053297
360.690000	1126.000000	82390.000000	6.059478
361.690000	1125.000000	79450.000000	6.065659
362.690000	1124.000000	77270.000000	6.071840
363.690000	1123.000000	79460.000000	6.078021
364.690000	1122.000000	84320.000000	6.084202
365.690000	1121.000000	100990.000000	6.090383
366.690000	1120.000000	165370.000000	6.096563
367.690000	1119.000000	324890.000000	6.102744
368.690000	1118.000000	409290.000000	6.108925
369.690000	1117.000000	276000.000000	6.115106
370.690000	1116.000000	128810.000000	6.121287
371.690000	1115.000000	85900.000000	6.127468
372.690000	1114.000000	75800.000000	6.133649
373.690000	1113.000000	71090.000000	6.139830
374.690000	1112.000000	67570.000000	6.146011
375.690000	1111.000000	64670.000000	6.152191
376.690000	1110.000000	65060.000000	6.158372
377.690000	1109.000000	65210.000000	6.164553
378.690000	1108.000000	65760.000000	6.170734
379.690000	1107.000000	66710.000000	6.176915
380.690000	1106.000000	65890.000000	6.183096
381.690000	1105.000000	66090.000000	6.189277
382.690000	1104.000000	65160.000000	6.195458
383.690000	1103.000000	63430.000000	6.201639
384.690000	1102.000000	64890.000000	6.207819
385.690000	1101.000000	63470.000000	6.214000
386.690000	1100.000000	63540.000000	6.220181
387.690000	1099.000000	63360.000000	6.226362
388.690000	1098.000000	61570.000000	6.232543
389.690000	1097.000000	60480.000000	6.238724
390.690000	1096.000000	60030.000000	6.244905
391.690000	1095.000000	60190.000000	6.251086
392.690000	1094.000000	61030.000000	6.257267
393.690000	1093.000000	61140.000000	6.263447
394.690000	1092.000000	59840.000000	6.269628
395.690000	1091.000000	59060.000000	6.275809
396.690000	1090.000000	60700.000000	6.281990
397.690000	1089.000000	61000.000000	6.288171
